id,url,header,address,amenities,crawler,crawled_at,Quarto,Banheiro,Garagem,condominio,preço,area_limpo,Piscina para adulto,Cabeamento estruturado,Interfone,Churrasqueira na varanda,Segurança 24h,Sala de jantar,Aquecimento,Closet,Conexão à internet,Vista para a montanha,Vista exterior,Mais de um andar,Estacionamento,Depósito,Lavabo,Academia,Bicicletário,Estacionamento para visitantes,Salão de jogos,Piso de madeira,Perto de vias de acesso,Próximo a escola,Sala grande,Espaço teen,Condomínio fechado,Piscina,Espaço verde / Parque,Copa,Espaço gourmet,Andar inteiro,Armário na cozinha,Quadra de tênis,Próximo a hospitais,Ar-condicionado,Próximo a shopping,Cozinha,Drywall,Área de lazer,Gesso - Sanca - Teto Rebaixado,Sala de massagem,Móvel planejado,Portaria 24h,Escritório,Muro e grade,Quintal,Fogão,Câmera de segurança,Ambientes integrados,Janela grande,Quadra poliesportiva,Gás Encanado,Área de serviço,Box blindex,Varanda,Acesso para deficientes,TV a cabo,Sauna,Sistema de alarme,Recepção,Circuito de segurança,Portão eletrônico,Playground,Vigia,Salão de festas,Armário embutido,Próximo a transporte público,Janela de alumínio,Spa,Isolamento térmico,Cozinha americana,Churrasqueira,Mobiliado,Cozinha grande,Lavanderia,Muro de vidro,Vista para o mar,Elevador,Varanda gourmet,Gerador elétrico,Aceita animais,Despensa,Jardim
2514502005,https://www.vivareal.com.br/imovel/apartamento-1-quartos-tijuca-zona-norte-rio-de-janeiro-60m2-aluguel-RS1600-id-2514502005/,"Apartamento com Quarto para Aluguel, 60m²","Rua Henry Ford, 27 - Tijuca, Rio de Janeiro - RJ","Aceita animais, Portaria 24h",tijuca,2021-03-24 13:38:00,1,1,0,600.0,1600,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2512378981,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-89m2-aluguel-RS1800-id-2512378981/,"Apartamento com 3 Quartos para Aluguel, 89m²","Rua José Higino, 277 - Tijuca, Rio de Janeiro - RJ","Condomínio fechado, Portaria 24h, Portão eletrônico",tijuca,2021-03-24 13:38:00,3,2,0,882.0,1800,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509531880,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-89m2-aluguel-RS1700-id-2509531880/,"Apartamento com 2 Quartos para Aluguel, 89m²","Rua Uruguai - Tijuca, Rio de Janeiro - RJ","Ar-condicionado, Elevador, Jardim, Portão eletrônico",tijuca,2021-03-24 13:39:00,2,1,0,665.0,1700,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2509582183,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-54m2-aluguel-RS1700-id-2509582183/,"Apartamento com 2 Quartos para Aluguel, 54m²","Rua José Higino, 353 - Tijuca, Rio de Janeiro - RJ","Elevador, Cozinha americana, Portão eletrônico",tijuca,2021-03-24 13:39:00,2,2,0,752.0,1700,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2509240079,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-78m2-aluguel-RS2000-id-2509240079/,"Apartamento com 3 Quartos para Aluguel, 78m²","Rua Martins Pena, 15 - Tijuca, Rio de Janeiro - RJ","Elevador, Condomínio fechado, Área de serviço, Playground, Aceita animais",tijuca,2021-03-24 13:39:00,3,3,0,970.0,2000,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2513675784,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-102m2-aluguel-RS3300-id-2513675784/,"Apartamento com 3 Quartos para Aluguel, 102m²","Rua Professor Gabizo, 252 - Tijuca, Rio de Janeiro - RJ","Mobiliado, Ar-condicionado, Academia, Elevador, Condomínio fechado",tijuca,2021-03-24 13:39:00,3,3,0,1100.0,3300,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2474797078,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-77m2-aluguel-RS1800-id-2474797078/,"Apartamento com 3 Quartos para Aluguel, 77m²","Rua Major Ávila, 116 - Tijuca, Rio de Janeiro - RJ",,tijuca,2021-03-24 13:39:00,3,2,0,600.0,1800,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509452222,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-77m2-aluguel-RS2250-id-2509452222/,"Apartamento com 2 Quartos para Aluguel, 77m²","Rua Uruguai, 440 - Tijuca, Rio de Janeiro - RJ","Condomínio fechado, Aceita animais, Salão de festas, Bicicletário, Portaria 24h",tijuca,2021-03-24 13:39:00,2,2,0,700.0,2250,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2511271137,https://www.vivareal.com.br/imovel/apartamento-1-quartos-tijuca-zona-norte-rio-de-janeiro-40m2-aluguel-RS2500-id-2511271137/,"Apartamento com Quarto para Aluguel, 40m²","Tijuca, Rio de Janeiro - RJ",,tijuca,2021-03-24 13:39:00,1,1,0,800.0,2500,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427783739,https://www.vivareal.com.br/imovel/apartamento-1-quartos-tijuca-zona-norte-rio-de-janeiro-45m2-aluguel-RS1000-id-2427783739/,"Apartamento com Quarto para Aluguel, 45m²","Rua Uruguai - Tijuca, Rio de Janeiro - RJ",,tijuca,2021-03-24 13:39:00,1,1,0,620.0,1000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427722533,https://www.vivareal.com.br/imovel/apartamento-1-quartos-tijuca-zona-norte-rio-de-janeiro-50m2-aluguel-RS1550-id-2427722533/,"Apartamento com Quarto para Aluguel, 50m²","Tijuca, Rio de Janeiro - RJ","Varanda, Ar-condicionado, Cozinha americana, Janela grande, Janela de alumínio",tijuca,2021-03-24 13:39:00,1,1,0,,1550,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2513470474,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-80m2-aluguel-RS1200-id-2513470474/,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Conde de Bonfim, 1052 - Tijuca, Rio de Janeiro - RJ","Piscina, Churrasqueira, Elevador, Playground, Aceita animais",tijuca,2021-03-24 13:39:00,2,2,0,850.0,1200,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2427750452,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-87m2-aluguel-RS2800-id-2427750452/,"Apartamento com 2 Quartos para Aluguel, 87m²","Rua Afonso Pena, 33 - Tijuca, Rio de Janeiro - RJ","Piscina, Varanda, Elevador, Playground, Jardim",tijuca,2021-03-24 13:39:00,2,4,0,900.0,2800,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
